,Video_id,Title,Published_date,Views,Likes,Comments,Month
0,BZ28o5oXMvE,Rust being used in Ransomware,2023-04-19,75527,8283,59,Apr
1,K9vkWIpEFJs,IGDTUW College Review InShort,2023-04-18,33739,2897,134,Apr
2,bj3rCZKbLgY,Should you do BCA in 2023? All about BCA,2023-04-16,165854,10896,1452,Apr
3,42ZrKGaP3Rs,One Thing to Increase your Confidence,2023-04-14,125444,16365,88,Apr
4,di3_aVJy7Kw,How to find Internships with no skills?,2023-04-11,133704,17405,98,Apr
5,1g3kYtJf6Tw,Java or C++ or Python | Which language is best for Placements?,2023-04-10,353723,15436,994,Apr
6,Y3tGRG5US98,3 Mistakes to Avoid as a Coder,2023-04-09,325844,35662,151,Apr
7,h7LDnVsNRVI,What is DevOps? DevOps Explained | Simplest Explanation in Hindi,2023-04-06,138373,7336,664,Apr
8,Bf933DFF_FI,Should you do Competitive Coding in 2023? for all Coders,2023-04-04,182308,8042,384,Apr
9,-rx10TffM3g,Intuit CTC Breakdown,2023-04-03,120172,10453,250,Apr
10,SZmHoyikiYc,How did he got Internship at Google International in First year? Alpha 1.0 student,2023-03-31,153307,6498,480,Mar
11,MZ7h8rcfPo8,Big Reveal - Get Placement Ready with 4.0! |,2023-03-27,302482,12226,1664,Mar
12,NQ1wl-xTfv0,Get Placement Ready - Big Announcement for all Coders❤️,2023-03-24,327190,15073,1045,Mar
13,LIKtrrt2xdk,Amazon CTC Breakdown,2023-03-23,486083,33949,149,Mar
14,lCTh5iCTBec,How to Score More in College Exams? 5 Mistakes to avoid,2023-03-21,155420,10405,525,Mar
15,GlP6eeS-QQQ,How to monetize Open Source?,2023-03-20,181130,10872,81,Mar
16,miT4CK_5Sac,MNIT Jaipur College Review | InShort,2023-03-17,183477,14414,543,Mar
17,CR9P6rM0H9o,IIIT Allahabad College Review | In Short,2023-03-15,313231,25030,669,Mar
18,7X-TfHa3Q74,Shradha Didi invited at Microsoft Office | Open Source Day Seminar,2023-03-13,1078765,75154,183,Mar
19,hiNrsOx4UHw,Discipline & Hardwork will beat anything in the world🔥,2023-03-11,725378,74365,204,Mar
20,yu5IYO0fcS8,Are you getting bored from Coding? 5 Tips to enjoy Coding,2023-03-09,288773,14750,684,Mar
21,yk9keUhwSok,Skills to build in 2023,2023-03-06,686309,94148,237,Mar
22,IaSIsSgeVx4,A message for all students❤️,2023-03-05,595673,64397,379,Mar
23,N_iuN37-uuQ,Software Engineer without BTech? | NetApp - Student Interview,2023-03-04,132205,4703,499,Mar
24,EEbubZiAKDk,Top 10 Exams for Engineering Colleges,2023-02-28,804243,69736,436,Feb
25,zp81aX1zSYQ,Top 5 IITs of India | Oldest IITs of India,2023-02-25,240937,17942,381,Feb
26,KATM9yf8tXM,IIT Kanpur College Review InShort,2023-02-24,303229,24201,517,Feb
27,doSFDItcQrk,How to Prepare for Placements & Internships in 4 months?,2023-02-23,420704,23914,868,Feb
28,HfaCF7eWefw,Jadavpur University College Review Inshort,2023-02-20,570885,50533,498,Feb
29,7YRkQugpp3U,NIT Trichy College Review InShort,2023-02-17,195095,15670,656,Feb
30,2y8YZktCNj0,How this student got Internship of 1.5Lakh/Month?,2023-02-14,177646,4620,366,Feb
31,gO-qIeaPitk,Meeting my College Juniors❤️,2023-02-12,1606345,153027,503,Feb
32,uXn85kgphuA,BITS Pilani College Review | In Short,2023-02-11,1376113,87375,1250,Feb
33,mft5UgJYAXU,NIT Warangal College Review In Short,2023-02-10,195656,16974,621,Feb
34,cp3UD82R03A,IIT Bombay College Review in Short,2023-02-08,443030,47024,953,Feb
35,ID0-RbOEbvg,IIT Madras College Review in Short,2023-02-04,324009,34802,878,Feb
36,pdb6eOeSPok,Seminar at NIT Agartala by Shradha Didi @ApnaCollegeOfficial,2023-02-02,2551211,197383,714,Feb
37,EenMiF1QDuI,Do you have any Questions for me? Interview Qs,2023-01-31,685817,81128,155,Jan
38,eZvePsf0W_A,Seminar in DU by Shradha didi @ApnaCollegeOfficial,2023-01-28,1546719,119672,418,Jan
39,NGViboaAbSI,Must Watch : Surprise Honest Talk | Republic Day Special,2023-01-26,186511,10146,686,Jan
40,QXT475sMD3c,IIT Delhi | College Review In Short🔥,2023-01-24,813829,77969,260,Jan
41,DUgz47G4neM,How this student got Internship of Rs70K/month?,2023-01-23,360422,11542,555,Jan
42,4ve0YjLHQTg,What do Software Engineers do?,2023-01-22,379405,38034,111,Jan
43,F-l48mJs4LI,"Ranks for IITs, NITs & IIITs?",2023-01-20,338113,32057,304,Jan
44,a4bA8n5h_xg,3 Things I learnt from Microsoft,2023-01-19,547309,62758,123,Jan
45,uhDLHn6uVUg,STAR Method of Answering in Interviews,2023-01-17,261485,29577,90,Jan
46,s3jGpZXxzJ8,3 Mistakes to avoid in Interviews | 2023,2023-01-14,825684,89780,132,Jan
47,59fUtYYz7ZU,Graph Data Structure | Tutorial for Graphs in Data Structures,2023-01-13,242441,7081,490,Jan
48,KZR_UUcOyrg,How to Start Coding in 2023? Learn Programming for Beginners,2023-01-12,1176015,57767,2206,Jan
49,R2KltLS41oU,Why do you want to join us? Interview Question #7,2023-01-10,258789,34091,141,Jan
50,drFIDUbDmq0,Why should we hire you? Interview Question #6,2023-01-09,760976,91537,281,Jan
51,hasloamb29o,What is your Strength? Interview Question #5,2023-01-06,414675,52943,165,Jan
52,u3FtKYm6ykE,How to say I don't know in Interviews | Interview Qs #4,2023-01-04,1991352,240488,742,Jan
53,ICJVW8KcWWs,Can you become Software Developer without Btech? | Bsc/MCA student | Alpha Course Review,2023-01-03,321637,12229,1068,Jan
54,aT3oNWL2Ec4,Alpha Course Review | How is Alpha batch? Placement Stories | @ApnaCollegeOfficial,2023-01-01,118239,5568,447,Jan
55,sLy0YhyubPs,Don't miss this -  Year End Surprise 🔥 | for all Coders | Happy New Year to you all ❤️,2022-12-31,129858,9183,636,Dec
56,-C07a0AULWQ,Biggest Surprise for all Coders | New Office 🔥|  Launching Alpha 3.0 & more | @AmanDhattarwal,2022-12-29,931120,29805,2000,Dec
57,MItn2oV4VKM,What's coming in 2023? Big Announcement for all Coders❤️,2022-12-25,296851,15743,1395,Dec
58,P4Ow-tct640,Tell me your weakness | Interview Qs #3,2022-12-23,1233931,141143,244,Dec
59,oOHjhoDWOpE,True Package of Amazon SDE1 | Software Engineer,2022-12-21,204970,7528,566,Dec
60,O44ZKCXclnA,Tell me something not mentioned in Resume | Interview Question #2,2022-12-20,639701,74183,149,Dec
61,PeAEHNWjNXM,Did you know why apps do this?,2022-12-19,1660142,143281,770,Dec
62,HGAw-Fqy9Lc,Puzzles for Software Engineers | Google #24,2022-12-18,323344,23937,378,Dec
63,rtVbdyMbjRI,Tell me about yourself | Interview Question #1,2022-12-17,4434543,476560,530,Dec
64,dLQywM7uHUE,How to apply for Off-campus Internships? For College Students,2022-12-14,252470,14275,395,Dec
65,r5YXCN5pJyg,Puzzles for Software Engineers | MakeMyTrip #23,2022-12-13,355278,21610,230,Dec
66,UYQddvyCTVY,Puzzles for Software Engineers | #22,2022-12-11,248465,17981,213,Dec
67,Eq9evcrYN1w,Puzzles for Software Engineers | #21,2022-12-10,1799809,81434,2387,Dec
68,IF4HjQYl5jM,Off-campus Placements/ Internships | 3 Secret Sauces!,2022-12-09,141078,8683,326,Dec
69,7lN_YE9RZbw,Puzzles for Software Engineers | Google #20,2022-12-07,241976,19086,184,Dec
70,m9zawMC6QAI,Trie Data Structure | Java DSA Course,2022-12-06,73178,2095,211,Dec
71,9j1KaGHvBEI,Puzzles for Software Engineers | Intuit #19,2022-12-05,411977,29145,429,Dec
72,ohX6dzBwjCc,Are College marks Really Important ? How much GPA is enough ?,2022-12-04,138569,7732,419,Dec
73,vjeEOTI3tXU,Puzzles for Software Engineers | Amazon #18,2022-12-03,511466,42514,619,Dec
74,u2XVO6g-paY,Puzzles for Software Engineers #17 | for students,2022-12-01,6126720,342287,9487,Dec
75,wyxtjs-kGoc,@ApnaCollegeOfficial   3 Million Subscribers Special🔥 | ft. @AmanDhattarwal,2022-11-30,317119,18399,1160,Nov
76,8GwCPCUzH1w,Puzzles for Software Engineers | Microsoft #16,2022-11-27,984627,66354,1694,Nov
77,elmI5mgY1ns,Puzzles for Software Engineers | Hitachi #15,2022-11-26,801907,49289,1171,Nov
78,WAtQzfJcy5s,Why are Companies Laying off Employees?,2022-11-25,554539,21687,770,Nov
79,ffuK6vt8tdY,What to do in College 3rd year? | Software Engineering Roadmap,2022-11-24,179043,9755,419,Nov
80,rTRcntABSZ4,Hashing in Java | One Shot | 5 Best Questions,2022-11-23,56194,1417,150,Nov
81,dIuSKJniwEM,Puzzles for Software Engineers | Apple #14,2022-11-22,298854,24695,254,Nov
82,x7OSb4lKQbM,3 Resume Mistakes you must avoid | Why is your resume getting Rejected?,2022-11-21,319795,13370,342,Nov
83,1r-8fc7LMHo,Puzzles for Software Engineers | Google #13,2022-11-20,1980475,125126,3269,Nov
84,nnsrwPu-MWo,Coding Technologies to learn in College🔥,2022-11-19,374616,22798,857,Nov
85,k7fICVfS60I,Puzzles for Software Engineers | Google #12,2022-11-18,275714,22987,637,Nov
86,IuWO63E-Kqs,Puzzles for Software Engineers | Microsoft #11,2022-11-17,1325609,71724,1329,Nov
87,iKnC5_17cTY,3 Things to look for when buying a Laptop,2022-11-16,1121085,138592,562,Nov
88,ALJ-AQpQvNM,Puzzles for Software Engineers | Google #10,2022-11-14,11642737,684818,17806,Nov
89,XjkU6GfTUME,Off-campus Placement 1 Crore+ Package | FAANG Off Campus | Youtube Student Interview,2022-11-13,252220,12264,544,Nov
90,8NKPVlYcBxI,Why are Layoffs happening?,2022-11-10,371889,31277,402,Nov
91,tL1UASLn-Js,5 Websites for Freelancing,2022-11-08,434963,57567,122,Nov
92,KDZ_IXvpMG4,HashMap Implementation in Java | HashMap | Java with DSA,2022-11-07,100500,2970,318,Nov
93,GurrXDTnKs0,Tech related Job without Coding,2022-11-07,603610,58846,376,Nov
94,h0ZGxsPxncA,Google Managers say Certificates ...,2022-11-04,449775,56951,240,Nov
95,DZjrmtFUsrE,5 Easiest Coding Language to learn (my opinion),2022-11-03,1024213,126700,379,Nov
96,8dzDzFbOQ4g,Tier 3 to Tech Company | Paid his college fee | Alpha student | Review,2022-11-01,175026,10640,794,Nov
97,BGp8fkpQu2M,Is English Compulsory for Coding Interviews? Software Engineers,2022-10-26,884322,97816,318,Oct
98,a_ac2tKmEKw,Happy Diwali to you and your family | Diwali Dhamaka ❤️,2022-10-24,109190,6778,615,Oct
99,1LcA_A4A-lc,Puzzles for Software Engineers | Amazon #9,2022-10-21,380036,31574,826,Oct
100,I1HTOu9Nljk,Bullet Bike Prize | Gave him a Surprise | Keep Working towards your Goals,2022-10-19,242738,9729,514,Oct
101,nIj2etyEhwo,Can Tier2/3 College students get good Placements? Indian Package,2022-10-18,117550,5978,429,Oct
102,ksu0_iTnOBY,"Mujhe Nahi Pata, Mujhse mat pucho na | Alpha❤️ | Not an Educational Video",2022-10-17,403394,18570,641,Oct
103,Gn5oj3vTJv4,Mechanical Branch to Tech Placement | Alpha Interview | @ApnaCollegeOfficial,2022-10-14,213393,10617,895,Oct
104,5jS-agcQgfM,"Big Revolution | Placement ho to Alpha, nahi to course to college bhi karate hai |",2022-10-12,769978,41750,3186,Oct
105,_8gq4AKtCXw,Kaash ye humne pehle kia hota | Big Reveal | India's Biggest Problem,2022-10-11,190778,9263,508,Oct
106,wV2aJhbTcLo,Puzzles for Software Engineers | Microsoft #8,2022-10-09,1040489,76137,1383,Oct
107,Z557Ip9dhRc,What is 2.0? | Big Announcement for you all Coders❤️,2022-10-07,463976,28347,1751,Oct
108,7vRBCLPPGME,Puzzles for Software Engineers | Bloomberg #7,2022-10-06,675903,52552,2263,Oct
109,ZY2esFbD9uY,What happened at Airport ? Happy Dussehra 🔥,2022-10-05,1240499,73064,513,Oct
110,m6EjUAHwaRY,Puzzles for Software Engineers | Amazon #6,2022-10-03,2095337,146112,4448,Oct
111,ugn5t8xGHio,Puzzles for Software Engineers | Google #5,2022-10-01,8912101,457890,13164,Oct
112,XF4l1T8kLUo,Puzzles for Software Engineers | Amazon #4,2022-09-30,6871812,407869,18240,Sep
113,7fHBgiruWI0,Puzzles for Software Engineers | Google #3,2022-09-29,7848422,361056,28780,Sep
114,uoE5wQGCAwY,Puzzles for Software Engineers | Microsoft #2,2022-09-27,2589271,140128,2589,Sep
115,9uOsB39DwGM,Puzzles for Software Engineers | Apple #1,2022-09-26,5772947,257713,4593,Sep
116,Zff3rUY0iGg,How to Study MORE in LESS TIME 🔥 | 5 Principles | for students,2022-09-24,5457028,265594,3712,Sep
117,Vknjkmu7hgc,Can we control things with our brain? Brain Computer Interfacing,2022-09-21,713110,79130,359,Sep
118,Z7dZWbMtlY0,New Jobs because of Automation,2022-09-19,495860,46846,300,Sep
119,brdX6IiPW3k,What is sunk cost fallacy?,2022-09-18,672376,52432,244,Sep
120,2VNO-UJB2PE,Magic or Myth? The Golden Ratio | Fibonacci,2022-09-17,189746,14422,671,Sep
121,bLmrMrqRDTo,What is Negative Code?,2022-09-16,674640,68879,213,Sep
122,AQNBlnin1HU,What is the Merge? In Hindi,2022-09-13,439416,42468,209,Sep
123,C2QoDC1rka8,What should you do in 2nd year of college? 2nd Year Roadmap,2022-09-10,297619,18152,1104,Sep
124,JuxaewFpmGI,5 Skills you need for Interviews |  @ApnaCollegeOfficial,2022-09-09,753020,86047,274,Sep
125,nsIQChtkTyU,3 Major Technologies that failed in last 10 years,2022-09-07,1481765,101789,158,Sep
126,2pn8yNLh6sk,How to take Better Decisions? 3 Tips,2022-09-04,692798,77516,355,Sep
127,ekQLGA2xHgk,Watch this before you start Coding! | 10 Tips for Coders,2022-09-03,1106452,56743,1822,Sep
128,0C7Wx5cLEiQ,How to Balance College Life? Is Multi-tasking good?,2022-09-01,383547,52478,212,Sep
129,Pt1KGG26RKU,What to do in College? 1st Year RoadMap,2022-08-31,790509,49794,2315,Aug
130,s3xw_c2i34s,Should I pay for an Internship? For College Students,2022-08-30,291866,31368,173,Aug
131,kQI7rwIIWyw,Tech Companies that got Hacked!,2022-08-29,700911,64850,181,Aug
132,3OxllpMRU9E,"Don't wait for Motivation, lead with Action",2022-08-27,215442,31791,163,Aug
133,5sa738YvYVE,3 Best Code Editors for Programmers | Software Engineers,2022-08-26,784665,83954,520,Aug
134,7zitoUc_rd8,Software Engineer Salary Packages | The Reality of CTC,2022-08-24,3771877,312477,965,Aug
135,Huyv89BHFow,You should know this in College,2022-08-20,477428,54957,262,Aug
136,FKVf1E78Wb8,How to make Notes for Coding? Data Structures & Algorithms,2022-08-18,801404,39438,1385,Aug
137,5i-etFWWlCE,How to get the best out of College Life? One Tip,2022-08-16,337655,44656,204,Aug
138,Zn9URTEJGf8,India - The Emerging Technology Leader🔥,2022-08-14,499531,51864,237,Aug
139,DhbAlnVd98g,Why is your Resume getting Rejected?,2022-08-13,801949,98933,139,Aug
140,2-XBpzYLqB4,Surprise for all - Raksha Bandhan Special ❤️,2022-08-10,615097,34366,1896,Aug
141,ZFoCzPU7GSQ,3 Reasons why you should have good GPA in Engineering!,2022-08-09,549420,56437,215,Aug
142,_hC-upJ5aAE,3 Benefits of being a College Student | School Student,2022-08-05,1895242,222092,528,Aug
143,WeF3_nk-UqY,HashMap in Java | Hashing | Java Placement Course | Data Structures & Algorithms,2022-08-02,263466,6815,927,Aug
144,tTQFObPYa-w,Bahut Jageh Hai! | Alpha ❤️ | Not an Educational Video,2022-07-29,981060,36988,1121,Jul
145,RUwn-5hrQQM,Alpha is now going International | Good News | @ApnaCollegeOfficial,2022-07-27,181014,10467,828,Jul
146,JbNOjPjQQEM,Launching Apna Community ❤️ | for all Students,2022-07-25,194792,12740,823,Jul
147,WGlFrt9FiJE,ALPHA Launched 🔥| Aapke Jabardast Response ne Website kari Crash 🔥,2022-07-21,1013706,67422,6720,Jul
148,4x7dVcCWkmI,Teaser | Launching Alpha🔥 : Tomorrow ❤️  | #shorts,2022-07-20,424250,29750,343,Jul
149,1BDWECwY64Q,3 Tips to grab Internships,2022-07-14,756253,96065,435,Jul
150,UOJZTqA5Loc,What is SQL? Future Career Scope & Resources,2022-07-12,836053,33746,1371,Jul
151,H7gSdQ9ipd0,Are Coding Certificates Important? AWS Certificates | AWS Certification Guide,2022-07-11,304418,15125,635,Jul
152,mQPwauiXFUo,My school taught me - Self Appreciation,2022-07-09,461477,55489,296,Jul
153,eJiGN1h8XzM,HashSet in Java | Hashing | Java Placement Course | Data Structures & Algorithms,2022-07-04,174721,4355,487,Jul
154,2JQn9QxU1-s,Is this a good laptop for students? | Unboxing Tech for Students | Infinix INBook X1 Slim,2022-07-01,1521957,59190,3438,Jul
155,yogmzgas5xc,Important Learning from Chanakya,2022-06-29,607558,69272,228,Jun
156,2UZ_veozgS4,One thing you must practice in College!,2022-06-25,523257,57354,252,Jun
157,jIrG-OxhnQ8,How do Speed Cameras work?,2022-06-20,4076311,234650,726,Jun
158,BSGcQi2WNPg,What is Amazon Web Services? AWS Explained | Tutorial & Resources,2022-06-18,910778,19679,761,Jun
159,PIGrPkNPz1k,Software Engineer Promotions | What are the levels of Software Engineers in Companies?,2022-06-16,323554,15092,679,Jun
160,gUIc2eE0lRA,Do this in your Exams!,2022-06-13,1342496,162761,545,Jun
161,PBN3Cv2Aq8Y,Is this a SCAM? Planned Obsolescence!,2022-06-10,4196603,282389,1804,Jun
162,JYnEbcTCyVI,Complete Placement Guide 🔥 | How to study in Last 3 Months? @ApnaCollege,2022-06-09,635810,33950,786,Jun
163,amk-ClIuQKI,Why do we use QWERTY Keyboards?,2022-06-08,10476380,724465,3204,Jun
164,7vPd1ArdeiU,How to get rid of bad habits?,2022-06-06,640164,62943,809,Jun
165,xeUuJzHwqyQ,A Burning Desire is NOT enough without Action.,2022-06-05,599030,72491,435,Jun
166,Qkrt-tKBl9k,How Whatsapp Earns ?,2022-06-01,1662987,136382,323,Jun
167,xj3QNYuKFK4,How to write Code in Interviews? | Placement & Internship Edition,2022-05-31,368259,16614,494,May
168,xh79e5mA2Yo,Bloopers - First Time in India in Teaching | Golden Hat-trick,2022-05-29,2893396,205775,866,May
169,qAeitQWjNNg,Binary Search Trees | BST in One Video | Java Placement Course | Data Structures & Algorithms,2022-05-28,241120,5511,388,May
170,kE1sWLcoL60,How will 5G network change India?,2022-05-26,1292665,122603,1708,May
171,RXk9tndVOAg,IPL Live Streaming | How does Online Video Streaming work?,2022-05-25,438609,20262,764,May
172,Y9oGAVuc2To,Was Facebook not Mark Zuckerberg's Idea?,2022-05-23,1330208,139207,487,May
173,3xC0F9bj9FU,How to build Strong Programming Logic? | College Placement & Internships,2022-05-20,599588,29463,1001,May
174,iELBsXEt2vc,What we CANNOT learn from Technology?,2022-05-18,623349,68018,269,May
175,bR17XCHEGBI,Can computers create Art?,2022-05-16,376977,39081,218,May
176,RB8hM6MG77U,Summer Vacation Plans for College Students,2022-05-14,216624,12611,845,May
177,fYnO6NJdpWM,What is your Superpower?,2022-05-12,255902,30151,189,May
178,TU-13Dzv9pM,How to Prepare for Core Placements? | Step by Step | Resume Building,2022-05-10,101181,5159,314,May
179,rFxlfWO7CWk,Biggest Startup Fraud,2022-05-07,3535174,272166,876,May
180,VVvVxMOrh14,Ab India seekhega Coding ❤️,2022-05-04,18189350,866344,3803,May
181,9FT8ZeF44YM,3 Tips for Interviews,2022-05-01,845483,95824,180,May
182,u6Xsayqxij0,Guaranteed Placement DSA Sheet | Tech Placement,2022-04-29,695486,35819,1353,Apr
183,KwDmdz7UIXg,Elon Musk v/s Twitter,2022-04-28,451732,34917,158,Apr
184,AgyTHzjBS-c,How much Coding to learn for Placements? Data Structure & Algorithms,2022-04-27,1287634,59280,1305,Apr
185,O_CxjHkAelg,"Why do we write ""Hello World""?",2022-04-25,381499,35145,253,Apr
186,afV7FP_1wbk,China does not use Google,2022-04-23,2402161,193702,539,Apr
187,jp9uVuD0J4c,Weirdest Programming Languages of the World,2022-04-23,843347,69626,370,Apr
188,P0xi93jIi9s,This 15 year old boy HACKED NASA,2022-04-21,3352757,280072,1264,Apr
189,TpN9XEStbNQ,How to protect your eyes from Mobile/Laptop ?,2022-04-20,3332222,278654,925,Apr
190,WAjxrgYGs6g,Should you join a Startup in 2022?,2022-04-19,81707,4992,283,Apr
191,WUc-HnOWmVQ,Top IT Companies that recruit Engineering Freshers,2022-04-18,617946,48277,206,Apr
192,MkcfB7S4fq0,How to Start Web Development? Complete Roadmap for FullStack Developer | 2022,2022-04-16,2037242,108085,3052,Apr
193,djYrmRzQMeE,5 Things about Microsoft you didn't know,2022-04-15,556795,53435,223,Apr
